id;Уровень снижения;Участники
254328;99.94802919135525;0
254336;28.306471499669716;6
254360;37.37640898799628;3
254371;49.842260454446304;1
254383;33.5888663798879;1
254384;13.66956858659751;4
254410;31.830130582982065;3
254416;32.77093998555936;4
254418;27.880502654068483;6
254419;20.931719159454314;3
254422;37.48679340633397;2
254424;43.31979393218856;3
254458;49.29641646028314;2
254464;23.57338444697781;2
254475;24.38490660705361;3
254478;17.19805517781477;2
254481;26.972142050806553;4
254485;22.815512268444515;4
254490;34.30617064854901;3
254494;50.36717484913279;4
254503;24.754771496967447;3
254509;29.449700596847027;3
254521;33.86107507411709;4
254522;0.0;2
254532;38.05014773680198;4
254538;28.896612201347022;5
254546;29.472963390755158;4
254555;33.66608312640536;6
254565;29.145717414368132;3
254567;20.70740494715645;5
254588;21.51888786545294;3
254595;17.31436897269583;2
254598;13.38822361893671;4
254606;25.131995912957173;4
254615;47.091320060455;2
254622;5.601257644436297;2
254625;33.538222491447456;2
254626;39.30330279391345;2
254627;39.04944470429189;1
254630;29.241247822940576;2
254633;29.460896718228902;2
254640;31.869195246978315;3
254648;27.483458954864066;2
254657;31.092677644586402;5
254670;20.538798891226357;3
254677;22.037636039634883;2
254700;10.762783610533516;1
254703;20.87311615412372;8
254705;29.022001148575825;2
254709;22.772446608109796;4
254715;30.264177638679868;2
254724;39.13371797280996;6
254728;35.621788979447636;2
254740;23.933643000287773;3
254742;32.10293568526759;3
254755;34.38353347313963;4
254770;26.17254535872172;4
254780;22.83018143562462;5
254783;42.642201638680845;1
254796;21.062526741993942;3
254797;24.600387799091166;3
254801;21.99749014578293;4
254804;21.957392134374754;4
254806;24.811554882025906;2
254815;18.023958452022857;2
254816;35.70585967621172;0
254834;33.3604999888231;5
254842;37.6030290518324;2
254845;20.881140450615877;3
254846;30.53944875568531;2
254850;26.700263296114635;1
254854;24.268175955172534;4
254855;32.77523147659641;2
254879;40.1934381762235;3
254880;38.08805674588969;2
254883;32.099004226175474;4
254887;34.469377346862125;4
254890;11.200785351559611;1
254900;78.8811278159142;1
254904;23.396485904084795;3
254920;20.105087287462037;3
254923;9.808162111837266;2
254926;35.07013082373148;2
254933;28.792320623804606;4
254938;33.08608442105123;2
254949;60.72073366160603;2
254950;46.268822307614975;1
254961;26.818480100587117;3
254967;48.07499904403147;1
254977;23.79641767608383;6
254981;29.54811960952906;3
254986;21.38014465370021;3
254998;11.576908664622785;3
255000;22.923591388683967;6
255004;41.21330130216493;6
255008;29.7727664565926;3
255015;35.4008061062228;5
255017;15.001170765275058;2
255018;16.724543594225242;2
255020;39.86334401242651;2
255022;30.588430111900262;5
255023;35.07726332960843;1
255027;37.328273632504036;3
255028;31.02114756610666;3
255035;34.654184964060505;5
255044;18.358627237430195;5
255046;27.437966242171846;4
255047;33.11622139571127;6
255051;32.901303534961194;3
255058;35.72759681562786;3
255059;14.244379781037503;3
255064;38.73199754467505;4
255067;27.175314459887673;5
255071;24.585766220750383;6
255072;41.73164779205539;2
255073;29.19035407512261;6
255087;32.319739374113446;3
255096;46.90473769861587;3
255098;26.317146193699788;4
255100;24.208508817386143;5
255103;30.923571547619215;1
255106;27.07420542983991;3
255107;27.962421316001283;4
255120;32.77324592898352;2
255129;33.23915495175973;2
255145;20.573818111733917;3
255156;18.65446909577123;3
255159;9.60772793159888;1
255161;11.829779506345497;4
255162;27.47978643370631;5
255167;22.48440253773818;4
255177;22.09478293873992;4
